time_bin,src,dst,packets,bytes,regime
13,s00000352,d00000112,2.801,2711,hotspot_zipf
8,s00000282,d00000280,5.214,912,hotspot_zipf
11,s00000245,d00000246,1.644,1725,hotspot_zipf
12,s00000140,d00000246,5.507,4328,hotspot_zipf
8,s00000282,d00000168,10.803,8621,hotspot_zipf
15,s00000140,d00000099,1.335,466,hotspot_zipf
4,s00000282,d00000112,0.47,356,hotspot_zipf
11,s00000015,d00000237,3.891,3035,hotspot_zipf
13,s00000015,d00000168,1.425,1435,hotspot_zipf
6,s00000398,d00000477,4.213,6071,hotspot_zipf
0,s00000015,d00000112,2.415,242,hotspot_zipf
3,s00000357,d00000314,4.732,3729,hotspot_zipf
5,s00000473,d00000168,9.909,13872,hotspot_zipf
5,s00000254,d00000168,7.48,7218,hotspot_zipf
5,s00000015,d00000168,2.616,2376,hotspot_zipf
10,s00000297,d00000168,1.267,1834,hotspot_zipf
7,s00000282,d00000168,0.391,283,hotspot_zipf
1,s00000015,d00000163,0.515,466,hotspot_zipf
0,s00000393,d00000156,1.763,799,hotspot_zipf
9,s00000140,d00000492,3.907,2919,hotspot_zipf
6,s00000000,d00000168,1.955,864,hotspot_zipf
10,s00000000,d00000237,2.095,668,hotspot_zipf
2,s00000015,d00000237,0.854,785,hotspot_zipf
15,s00000269,d00000168,0.813,686,hotspot_zipf
0,s00000341,d00000459,0.759,251,hotspot_zipf
3,s00000015,d00000168,6.155,2911,hotspot_zipf
15,s00000000,d00000123,0.601,622,hotspot_zipf
10,s00000282,d00000059,6.431,8200,hotspot_zipf
13,s00000020,d00000168,1.563,284,hotspot_zipf
0,s00000063,d00000072,5.637,3095,hotspot_zipf
5,s00000352,d00000237,4.31,2582,hotspot_zipf
6,s00000452,d00000203,6.808,5964,hotspot_zipf
10,s00000473,d00000040,10.004,4552,hotspot_zipf
9,s00000304,d00000477,1.713,115,hotspot_zipf
3,s00000000,d00000246,1.444,95,hotspot_zipf
0,s00000015,d00000176,2.317,2143,hotspot_zipf
14,s00000262,d00000472,1.713,1761,hotspot_zipf
12,s00000473,d00000168,6.153,2719,hotspot_zipf
10,s00000015,d00000112,3.071,3978,hotspot_zipf
15,s00000158,d00000250,3.407,1114,hotspot_zipf
7,s00000018,d00000484,4.911,2952,hotspot_zipf
4,s00000020,d00000072,2.214,2752,hotspot_zipf
4,s00000015,d00000168,9.005,3575,hotspot_zipf
2,s00000015,d00000164,0.651,449,hotspot_zipf
7,s00000015,d00000401,4.145,4037,hotspot_zipf
2,s00000015,d00000102,5.252,7189,hotspot_zipf
11,s00000234,d00000298,1.689,373,hotspot_zipf
7,s00000084,d00000147,1.804,2323,hotspot_zipf
12,s00000282,d00000237,7.516,9350,hotspot_zipf
5,s00000282,d00000237,2.515,1300,hotspot_zipf
0,s00000473,d00000247,0.599,458,hotspot_zipf
1,s00000015,d00000068,0.999,1340,hotspot_zipf
15,s00000404,d00000168,8.22,8278,hotspot_zipf
6,s00000015,d00000112,1.516,619,hotspot_zipf
8,s00000282,d00000112,10.767,5254,hotspot_zipf
8,s00000321,d00000112,11.347,16170,hotspot_zipf
14,s00000018,d00000112,2.781,2208,hotspot_zipf
11,s00000084,d00000459,5.412,1007,hotspot_zipf
0,s00000282,d00000183,1.587,1346,hotspot_zipf
10,s00000015,d00000168,2.318,3029,hotspot_zipf
13,s00000200,d00000168,1.778,1643,hotspot_zipf
9,s00000015,d00000068,5.628,5453,hotspot_zipf
9,s00000015,d00000151,1.053,1221,hotspot_zipf
10,s00000282,d00000237,2.95,622,hotspot_zipf
1,s00000473,d00000237,3.468,2292,hotspot_zipf
6,s00000509,d00000237,5.267,7579,hotspot_zipf
0,s00000015,d00000492,0.496,328,hotspot_zipf
8,s00000015,d00000492,0.668,943,hotspot_zipf
3,s00000175,d00000346,1.505,989,hotspot_zipf
9,s00000062,d00000168,2.707,1351,hotspot_zipf
14,s00000015,d00000247,3.744,442,hotspot_zipf
10,s00000297,d00000168,3.924,4850,hotspot_zipf
10,s00000282,d00000353,20.083,11588,hotspot_zipf
0,s00000245,d00000168,5.928,3373,hotspot_zipf
5,s00000282,d00000492,5.58,7528,hotspot_zipf
9,s00000260,d00000027,2.13,2494,hotspot_zipf
4,s00000282,d00000285,6.642,6682,hotspot_zipf
0,s00000466,d00000168,6.113,8320,hotspot_zipf
11,s00000473,d00000314,5.999,3491,hotspot_zipf
7,s00000473,d00000168,2.975,601,hotspot_zipf
6,s00000386,d00000345,5.747,6891,hotspot_zipf
14,s00000015,d00000237,12.866,1106,hotspot_zipf
1,s00000089,d00000237,1.612,714,hotspot_zipf
3,s00000305,d00000477,0.476,522,hotspot_zipf
10,s00000015,d00000112,6.841,4378,hotspot_zipf
15,s00000265,d00000449,6.331,8749,hotspot_zipf
8,s00000000,d00000168,2.671,1242,hotspot_zipf
11,s00000015,d00000237,2.208,1080,hotspot_zipf
13,s00000020,d00000237,38.639,24304,hotspot_zipf
1,s00000000,d00000168,2.166,1024,hotspot_zipf
1,s00000039,d00000168,1.103,283,hotspot_zipf
9,s00000015,d00000492,2.14,1689,hotspot_zipf
10,s00000391,d00000168,5.136,4406,hotspot_zipf
12,s00000015,d00000414,1.898,1634,hotspot_zipf
12,s00000015,d00000021,2.315,599,hotspot_zipf
1,s00000321,d00000203,4.306,577,hotspot_zipf
8,s00000245,d00000237,2.232,1542,hotspot_zipf
0,s00000000,d00000168,3.67,5178,hotspot_zipf
12,s00000015,d00000102,3.154,3529,hotspot_zipf
15,s00000271,d00000277,1.266,1273,hotspot_zipf
14,s00000015,d00000247,3.49,4558,hotspot_zipf
15,s00000015,d00000168,1.159,291,hotspot_zipf
11,s00000282,d00000102,7.529,7371,hotspot_zipf
1,s00000140,d00000351,1.421,472,hotspot_zipf
3,s00000015,d00000247,2.643,1565,hotspot_zipf
3,s00000245,d00000346,0.644,93,hotspot_zipf
1,s00000282,d00000314,2.193,757,hotspot_zipf
1,s00000000,d00000168,1.07,418,hotspot_zipf
8,s00000015,d00000237,12.403,5606,hotspot_zipf
10,s00000015,d00000168,2.932,4134,hotspot_zipf
15,s00000401,d00000168,5.207,2291,hotspot_zipf
9,s00000000,d00000168,0.684,846,hotspot_zipf
15,s00000015,d00000237,1.079,1063,hotspot_zipf
11,s00000015,d00000508,2.804,2341,hotspot_zipf
7,s00000282,d00000168,0.971,1095,hotspot_zipf
9,s00000333,d00000168,9.042,8482,hotspot_zipf
9,s00000000,d00000237,2.275,594,hotspot_zipf
9,s00000393,d00000237,3.725,507,hotspot_zipf
4,s00000282,d00000168,4.27,2959,hotspot_zipf
10,s00000015,d00000237,2.849,3253,hotspot_zipf
10,s00000445,d00000237,6.497,7237,hotspot_zipf
10,s00000015,d00000247,1.785,1005,hotspot_zipf
0,s00000311,d00000112,4.51,4649,hotspot_zipf
10,s00000009,d00000237,9.463,2158,hotspot_zipf
14,s00000097,d00000168,3.932,842,hotspot_zipf
7,s00000158,d00000359,3.634,4027,hotspot_zipf
14,s00000429,d00000237,2.418,2077,hotspot_zipf
8,s00000352,d00000310,3.423,1704,hotspot_zipf
10,s00000209,d00000308,5.929,8057,hotspot_zipf
13,s00000000,d00000147,2.613,1795,hotspot_zipf
2,s00000039,d00000095,0.727,911,hotspot_zipf
5,s00000015,d00000247,3.759,1150,hotspot_zipf
4,s00000492,d00000069,2.844,1115,hotspot_zipf
12,s00000282,d00000477,4.93,5625,hotspot_zipf
13,s00000020,d00000237,3.365,4136,hotspot_zipf
0,s00000015,d00000168,13.154,8550,hotspot_zipf
4,s00000297,d00000237,1.115,1591,hotspot_zipf
4,s00000015,d00000112,1.371,770,hotspot_zipf
12,s00000349,d00000237,5.795,7870,hotspot_zipf
3,s00000282,d00000432,1.302,670,hotspot_zipf
13,s00000042,d00000000,4.333,5490,hotspot_zipf
8,s00000282,d00000465,3.197,953,hotspot_zipf
11,s00000020,d00000168,0.568,131,hotspot_zipf
3,s00000015,d00000168,5.86,4149,hotspot_zipf
4,s00000032,d00000465,10.93,7279,hotspot_zipf
5,s00000000,d00000285,3.895,5519,hotspot_zipf
9,s00000015,d00000168,0.937,914,hotspot_zipf
14,s00000053,d00000492,6.515,7863,hotspot_zipf
13,s00000352,d00000059,1.288,1632,hotspot_zipf
13,s00000015,d00000237,2.91,4205,hotspot_zipf
11,s00000147,d00000168,4.67,5674,hotspot_zipf
4,s00000473,d00000368,1.624,1349,hotspot_zipf
13,s00000352,d00000033,0.723,460,hotspot_zipf
11,s00000429,d00000168,2.854,2343,hotspot_zipf
13,s00000282,d00000168,3.114,1735,hotspot_zipf
8,s00000262,d00000089,1.52,687,hotspot_zipf
8,s00000260,d00000237,1.622,1677,hotspot_zipf
7,s00000262,d00000351,6.222,5308,hotspot_zipf
10,s00000121,d00000404,2.984,1331,hotspot_zipf
9,s00000015,d00000112,2.134,1599,hotspot_zipf
9,s00000015,d00000168,1.908,1233,hotspot_zipf
11,s00000000,d00000492,3.75,4343,hotspot_zipf
15,s00000015,d00000082,3.508,4371,hotspot_zipf
8,s00000297,d00000237,2.773,3100,hotspot_zipf
1,s00000228,d00000168,0.947,428,hotspot_zipf
14,s00000015,d00000409,2.326,2280,hotspot_zipf
0,s00000341,d00000237,1.855,2300,hotspot_zipf
9,s00000000,d00000385,3.421,2504,hotspot_zipf
12,s00000466,d00000063,8.923,1276,hotspot_zipf
6,s00000282,d00000237,7.445,5003,hotspot_zipf
12,s00000237,d00000168,5.673,1044,hotspot_zipf
14,s00000023,d00000102,3.556,3617,hotspot_zipf
9,s00000352,d00000168,2.425,1377,hotspot_zipf
15,s00000000,d00000247,4.329,3810,hotspot_zipf
0,s00000000,d00000214,2.121,2134,hotspot_zipf
8,s00000186,d00000237,2.388,2830,hotspot_zipf
4,s00000015,d00000168,1.538,574,hotspot_zipf
3,s00000020,d00000168,3.071,4020,hotspot_zipf
13,s00000202,d00000168,3.009,4200,hotspot_zipf
14,s00000000,d00000409,16.224,6879,hotspot_zipf
2,s00000473,d00000359,5.231,4666,hotspot_zipf
7,s00000282,d00000168,2.312,476,hotspot_zipf
0,s00000015,d00000168,6.353,1099,hotspot_zipf
5,s00000282,d00000168,2.127,1976,hotspot_zipf
15,s00000200,d00000199,7.806,3037,hotspot_zipf
3,s00000282,d00000112,6.365,1795,hotspot_zipf
8,s00000282,d00000492,40.643,51007,hotspot_zipf
4,s00000487,d00000168,1.246,1224,hotspot_zipf
1,s00000015,d00000021,3.018,661,hotspot_zipf
8,s00000496,d00000168,2.911,3155,hotspot_zipf
5,s00000140,d00000477,4.173,405,hotspot_zipf
4,s00000015,d00000168,5.999,3048,hotspot_zipf
13,s00000015,d00000168,1.372,557,hotspot_zipf
12,s00000015,d00000492,1.707,2240,hotspot_zipf
13,s00000427,d00000261,4.192,428,hotspot_zipf
8,s00000188,d00000168,7.501,6503,hotspot_zipf
4,s00000000,d00000112,1.208,414,hotspot_zipf
15,s00000282,d00000168,0.831,64,hotspot_zipf
12,s00000140,d00000168,8.738,6484,hotspot_zipf
2,s00000341,d00000384,6.716,3909,hotspot_zipf
5,s00000000,d00000168,8.305,10083,hotspot_zipf
5,s00000395,d00000445,1.379,1855,hotspot_zipf
2,s00000417,d00000492,2.704,1887,hotspot_zipf
0,s00000000,d00000359,3.923,1134,hotspot_zipf
9,s00000140,d00000168,4.727,3938,hotspot_zipf
12,s00000015,d00000168,2.901,1015,hotspot_zipf
5,s00000200,d00000169,3.082,687,hotspot_zipf
7,s00000015,d00000237,7.769,9245,hotspot_zipf
12,s00000413,d00000351,2.206,1195,hotspot_zipf
9,s00000015,d00000314,1.999,512,hotspot_zipf
14,s00000282,d00000168,2.214,2136,hotspot_zipf
4,s00000282,d00000247,2.065,2470,hotspot_zipf
15,s00000015,d00000168,3.608,2638,hotspot_zipf
10,s00000015,d00000247,2.685,1485,hotspot_zipf
12,s00000443,d00000025,2.199,3002,hotspot_zipf
2,s00000000,d00000351,11.068,8566,hotspot_zipf
5,s00000015,d00000237,4.183,2690,hotspot_zipf
8,s00000015,d00000112,2.403,1149,hotspot_zipf
5,s00000260,d00000168,9.634,12948,hotspot_zipf
2,s00000015,d00000168,1.997,405,hotspot_zipf
3,s00000015,d00000168,3.216,1142,hotspot_zipf
3,s00000252,d00000402,2.969,2999,hotspot_zipf
7,s00000282,d00000492,1.958,1964,hotspot_zipf
5,s00000282,d00000237,2.309,2803,hotspot_zipf
11,s00000140,d00000107,3.462,3912,hotspot_zipf
9,s00000015,d00000492,0.932,1049,hotspot_zipf
0,s00000000,d00000492,2.299,3223,hotspot_zipf
7,s00000200,d00000102,3.995,5094,hotspot_zipf
1,s00000282,d00000237,4.086,1234,hotspot_zipf
7,s00000061,d00000237,4.164,5751,hotspot_zipf
11,s00000473,d00000237,24.3,22381,hotspot_zipf
11,s00000015,d00000246,5.717,3905,hotspot_zipf
4,s00000341,d00000021,2.845,3849,hotspot_zipf
6,s00000282,d00000168,2.899,974,hotspot_zipf
8,s00000429,d00000168,3.212,2425,hotspot_zipf
11,s00000466,d00000237,4.684,3667,hotspot_zipf
8,s00000015,d00000102,2.492,3554,hotspot_zipf
13,s00000460,d00000168,11.792,1262,hotspot_zipf
2,s00000020,d00000112,1.244,1640,hotspot_zipf
0,s00000282,d00000059,5.541,5502,hotspot_zipf
14,s00000473,d00000168,4.959,2351,hotspot_zipf
7,s00000262,d00000146,1.204,407,hotspot_zipf
7,s00000260,d00000168,5.522,4075,hotspot_zipf
13,s00000000,d00000147,5.187,7413,hotspot_zipf
0,s00000262,d00000277,1.856,952,hotspot_zipf
5,s00000015,d00000111,23.492,25324,hotspot_zipf
14,s00000015,d00000247,5.921,6993,hotspot_zipf
10,s00000015,d00000237,2.424,3163,hotspot_zipf
11,s00000473,d00000112,2.133,299,hotspot_zipf
0,s00000282,d00000168,1.699,1530,hotspot_zipf
2,s00000282,d00000168,4.013,4081,hotspot_zipf
9,s00000015,d00000168,3.389,4826,hotspot_zipf
12,s00000015,d00000237,0.958,67,hotspot_zipf
11,s00000401,d00000029,1.318,498,hotspot_zipf
1,s00000015,d00000112,1.742,246,hotspot_zipf
4,s00000473,d00000237,2.275,3074,hotspot_zipf
7,s00000039,d00000102,2.357,2691,hotspot_zipf
7,s00000015,d00000351,1.813,758,hotspot_zipf
10,s00000158,d00000168,5.563,1997,hotspot_zipf
15,s00000072,d00000059,7.24,738,hotspot_zipf
15,s00000140,d00000247,3.424,2924,hotspot_zipf
5,s00000039,d00000168,0.49,446,hotspot_zipf
15,s00000282,d00000508,2.808,3729,hotspot_zipf
9,s00000015,d00000439,5.19,6804,hotspot_zipf
14,s00000015,d00000363,2.997,926,hotspot_zipf
9,s00000042,d00000359,4.054,308,hotspot_zipf
14,s00000015,d00000089,3.505,2138,hotspot_zipf
8,s00000084,d00000052,0.895,490,hotspot_zipf
1,s00000140,d00000168,0.368,420,hotspot_zipf
14,s00000306,d00000168,5.461,644,hotspot_zipf
0,s00000015,d00000168,2.053,1883,hotspot_zipf
2,s00000019,d00000237,4.576,2649,hotspot_zipf
1,s00000305,d00000255,2.473,2300,hotspot_zipf
11,s00000015,d00000265,2.773,3004,hotspot_zipf
10,s00000352,d00000459,10.349,3415,hotspot_zipf
0,s00000282,d00000237,1.152,388,hotspot_zipf
0,s00000000,d00000359,3.179,2515,hotspot_zipf
0,s00000015,d00000102,1.259,263,hotspot_zipf
3,s00000297,d00000049,3.409,4183,hotspot_zipf
4,s00000193,d00000168,4.818,1397,hotspot_zipf
0,s00000282,d00000359,5.597,4438,hotspot_zipf
5,s00000485,d00000168,3.647,3490,hotspot_zipf
10,s00000282,d00000109,0.985,936,hotspot_zipf
11,s00000209,d00000112,3.951,593,hotspot_zipf
10,s00000361,d00000168,6.878,7098,hotspot_zipf
7,s00000039,d00000353,7.505,2492,hotspot_zipf
3,s00000000,d00000168,19.999,11419,hotspot_zipf
13,s00000015,d00000351,5.187,7339,hotspot_zipf
3,s00000262,d00000471,1.343,1046,hotspot_zipf
1,s00000473,d00000247,2.056,1355,hotspot_zipf
15,s00000265,d00000445,3.449,1921,hotspot_zipf
10,s00000015,d00000168,7.847,10891,hotspot_zipf
6,s00000488,d00000127,1.208,539,hotspot_zipf
9,s00000020,d00000168,7.0,6118,hotspot_zipf
4,s00000015,d00000033,5.596,940,hotspot_zipf
12,s00000230,d00000459,1.525,223,hotspot_zipf
10,s00000015,d00000147,5.392,6971,hotspot_zipf
13,s00000015,d00000237,1.67,609,hotspot_zipf
11,s00000282,d00000168,3.196,1723,hotspot_zipf
7,s00000282,d00000168,2.476,827,hotspot_zipf
8,s00000473,d00000168,3.926,4122,hotspot_zipf
10,s00000015,d00000246,1.17,397,hotspot_zipf
1,s00000439,d00000143,5.027,1754,hotspot_zipf
3,s00000321,d00000168,0.502,236,hotspot_zipf
4,s00000015,d00000112,2.267,2017,hotspot_zipf
10,s00000140,d00000168,1.979,1646,hotspot_zipf
12,s00000282,d00000346,12.329,13463,hotspot_zipf
8,s00000015,d00000492,5.073,3805,hotspot_zipf
4,s00000015,d00000030,2.115,2179,hotspot_zipf
11,s00000352,d00000351,1.495,1047,hotspot_zipf
2,s00000015,d00000247,3.303,2388,hotspot_zipf
6,s00000140,d00000095,1.873,309,hotspot_zipf
4,s00000049,d00000112,21.641,30989,hotspot_zipf
8,s00000434,d00000355,0.3,74,hotspot_zipf
11,s00000245,d00000127,3.391,933,hotspot_zipf
0,s00000039,d00000409,0.393,248,hotspot_zipf
14,s00000473,d00000168,7.782,8506,hotspot_zipf
1,s00000015,d00000492,1.615,2288,hotspot_zipf
13,s00000282,d00000168,12.625,2929,hotspot_zipf
15,s00000015,d00000112,2.014,884,hotspot_zipf
14,s00000297,d00000237,8.085,6137,hotspot_zipf
10,s00000297,d00000168,3.816,1893,hotspot_zipf
14,s00000352,d00000082,8.808,634,hotspot_zipf
1,s00000140,d00000314,3.272,376,hotspot_zipf
15,s00000015,d00000385,0.253,38,hotspot_zipf
8,s00000282,d00000492,1.729,989,hotspot_zipf
13,s00000439,d00000237,0.848,1112,hotspot_zipf
14,s00000015,d00000218,7.2,871,hotspot_zipf
10,s00000000,d00000131,5.079,5541,hotspot_zipf
13,s00000015,d00000492,3.226,1197,hotspot_zipf
4,s00000466,d00000247,4.731,549,hotspot_zipf
5,s00000000,d00000237,3.797,2711,hotspot_zipf
15,s00000000,d00000237,1.97,355,hotspot_zipf
9,s00000015,d00000351,17.051,22201,hotspot_zipf
3,s00000416,d00000168,3.938,831,hotspot_zipf
3,s00000015,d00000112,2.721,1703,hotspot_zipf
5,s00000282,d00000492,0.917,1129,hotspot_zipf
10,s00000282,d00000059,1.888,1438,hotspot_zipf
12,s00000041,d00000168,3.243,2354,hotspot_zipf
4,s00000282,d00000168,2.756,3029,hotspot_zipf
7,s00000115,d00000059,2.136,2604,hotspot_zipf
7,s00000206,d00000168,3.073,3384,hotspot_zipf
0,s00000015,d00000359,1.229,1103,hotspot_zipf
0,s00000000,d00000237,3.232,3533,hotspot_zipf
8,s00000262,d00000219,0.856,965,hotspot_zipf
5,s00000015,d00000033,1.539,2099,hotspot_zipf
14,s00000015,d00000168,1.708,418,hotspot_zipf
4,s00000401,d00000112,6.748,4278,hotspot_zipf
8,s00000015,d00000168,4.875,5178,hotspot_zipf
0,s00000015,d00000168,3.422,2333,hotspot_zipf
12,s00000282,d00000168,1.201,569,hotspot_zipf
0,s00000203,d00000168,2.282,2467,hotspot_zipf
3,s00000000,d00000254,6.363,6019,hotspot_zipf
8,s00000015,d00000168,9.368,4965,hotspot_zipf
12,s00000272,d00000409,0.911,250,hotspot_zipf
11,s00000015,d00000168,2.222,2380,hotspot_zipf
5,s00000473,d00000112,3.521,1828,hotspot_zipf
1,s00000321,d00000168,4.331,4505,hotspot_zipf
5,s00000155,d00000359,3.236,3799,hotspot_zipf
7,s00000443,d00000168,5.692,3153,hotspot_zipf
11,s00000000,d00000314,0.934,157,hotspot_zipf
8,s00000015,d00000237,12.172,8167,hotspot_zipf
8,s00000441,d00000168,1.208,335,hotspot_zipf
10,s00000158,d00000123,3.383,1671,hotspot_zipf
6,s00000015,d00000112,5.031,2314,hotspot_zipf
7,s00000252,d00000168,8.729,9349,hotspot_zipf
5,s00000282,d00000237,6.98,2478,hotspot_zipf
5,s00000262,d00000168,6.795,8602,hotspot_zipf
4,s00000000,d00000484,9.62,11679,hotspot_zipf
13,s00000000,d00000029,2.831,1656,hotspot_zipf
14,s00000020,d00000264,6.13,7852,hotspot_zipf
0,s00000000,d00000112,12.072,3090,hotspot_zipf
9,s00000015,d00000508,1.688,2048,hotspot_zipf
4,s00000282,d00000102,0.975,1126,hotspot_zipf
12,s00000052,d00000435,1.367,914,hotspot_zipf
4,s00000015,d00000168,10.843,5400,hotspot_zipf
15,s00000401,d00000168,9.376,8813,hotspot_zipf
4,s00000015,d00000059,2.383,908,hotspot_zipf
7,s00000405,d00000156,3.993,3414,hotspot_zipf
5,s00000268,d00000168,4.862,6287,hotspot_zipf
11,s00000282,d00000460,7.969,7594,hotspot_zipf
9,s00000039,d00000492,0.646,280,hotspot_zipf
1,s00000282,d00000099,2.009,1838,hotspot_zipf
7,s00000015,d00000187,2.595,2608,hotspot_zipf
7,s00000015,d00000059,4.266,5729,hotspot_zipf
8,s00000401,d00000102,3.465,3333,hotspot_zipf
10,s00000015,d00000237,2.475,2386,hotspot_zipf
6,s00000015,d00000168,4.166,3962,hotspot_zipf
12,s00000297,d00000385,0.358,39,hotspot_zipf
3,s00000015,d00000399,45.49,40805,hotspot_zipf
9,s00000015,d00000112,6.588,7280,hotspot_zipf
2,s00000439,d00000237,6.955,1398,hotspot_zipf
7,s00000015,d00000298,1.851,1546,hotspot_zipf
12,s00000015,d00000247,4.651,707,hotspot_zipf
14,s00000411,d00000200,19.008,21936,hotspot_zipf
10,s00000015,d00000168,15.536,17260,hotspot_zipf
2,s00000015,d00000203,3.477,1843,hotspot_zipf
10,s00000404,d00000168,1.123,1151,hotspot_zipf
11,s00000015,d00000192,3.749,1316,hotspot_zipf
5,s00000499,d00000376,2.521,3085,hotspot_zipf
6,s00000352,d00000168,6.787,5192,hotspot_zipf
13,s00000364,d00000168,1.087,955,hotspot_zipf
0,s00000015,d00000168,2.777,1050,hotspot_zipf
9,s00000015,d00000355,4.118,5675,hotspot_zipf
15,s00000297,d00000168,2.186,1924,hotspot_zipf
13,s00000352,d00000168,8.093,2711,hotspot_zipf
12,s00000015,d00000247,1.23,1006,hotspot_zipf
4,s00000015,d00000168,1.13,577,hotspot_zipf
13,s00000015,d00000351,2.417,2468,hotspot_zipf
0,s00000015,d00000168,6.674,4345,hotspot_zipf
1,s00000033,d00000102,2.518,247,hotspot_zipf
9,s00000149,d00000168,1.964,1271,hotspot_zipf
13,s00000282,d00000112,6.537,7551,hotspot_zipf
13,s00000000,d00000168,3.965,555,hotspot_zipf
7,s00000015,d00000168,2.078,480,hotspot_zipf
0,s00000015,d00000168,3.636,4589,hotspot_zipf
4,s00000015,d00000324,2.662,1922,hotspot_zipf
15,s00000015,d00000385,5.524,7629,hotspot_zipf
8,s00000468,d00000247,3.698,2378,hotspot_zipf
15,s00000015,d00000247,1.644,809,hotspot_zipf
13,s00000015,d00000378,2.166,3081,hotspot_zipf
9,s00000282,d00000415,2.288,1475,hotspot_zipf
15,s00000473,d00000112,4.5,5255,hotspot_zipf
12,s00000321,d00000385,4.517,4824,hotspot_zipf
8,s00000282,d00000112,1.597,2123,hotspot_zipf
3,s00000015,d00000168,2.776,2235,hotspot_zipf
12,s00000020,d00000273,4.264,1855,hotspot_zipf
7,s00000015,d00000112,8.416,9224,hotspot_zipf
13,s00000321,d00000492,4.055,3073,hotspot_zipf
11,s00000321,d00000459,17.549,13320,hotspot_zipf
10,s00000140,d00000000,3.341,4263,hotspot_zipf
14,s00000391,d00000237,6.156,6415,hotspot_zipf
15,s00000282,d00000446,2.467,3086,hotspot_zipf
6,s00000282,d00000168,1.387,1251,hotspot_zipf
7,s00000015,d00000168,3.581,3169,hotspot_zipf
10,s00000015,d00000225,4.953,5335,hotspot_zipf
1,s00000015,d00000177,4.318,3282,hotspot_zipf
10,s00000439,d00000213,3.703,1677,hotspot_zipf
7,s00000321,d00000237,2.453,1013,hotspot_zipf
3,s00000429,d00000487,1.612,2066,hotspot_zipf
8,s00000352,d00000102,2.521,2009,hotspot_zipf
12,s00000321,d00000168,4.89,6059,hotspot_zipf
12,s00000044,d00000021,7.44,9397,hotspot_zipf
15,s00000297,d00000080,0.192,57,hotspot_zipf
13,s00000015,d00000143,5.522,5854,hotspot_zipf
6,s00000282,d00000388,8.302,6575,hotspot_zipf
0,s00000000,d00000168,9.702,11661,hotspot_zipf
12,s00000473,d00000237,4.541,5376,hotspot_zipf
3,s00000401,d00000168,5.817,5241,hotspot_zipf
0,s00000015,d00000492,2.226,1727,hotspot_zipf
2,s00000297,d00000125,3.027,596,hotspot_zipf
15,s00000352,d00000168,5.141,5804,hotspot_zipf
14,s00000000,d00000168,1.269,409,hotspot_zipf
9,s00000252,d00000147,1.651,1742,hotspot_zipf
1,s00000033,d00000091,3.87,2504,hotspot_zipf
7,s00000282,d00000168,1.034,691,hotspot_zipf
13,s00000411,d00000143,3.417,4428,hotspot_zipf
8,s00000282,d00000044,0.908,1079,hotspot_zipf
3,s00000015,d00000363,3.863,2800,hotspot_zipf
9,s00000234,d00000168,3.345,3666,hotspot_zipf
13,s00000245,d00000023,2.01,2740,hotspot_zipf
11,s00000000,d00000237,1.449,806,hotspot_zipf
8,s00000015,d00000168,2.108,1529,hotspot_zipf
12,s00000015,d00000237,0.473,137,hotspot_zipf
12,s00000015,d00000168,2.318,2501,hotspot_zipf
12,s00000015,d00000112,3.615,1424,hotspot_zipf
15,s00000282,d00000237,9.229,9441,hotspot_zipf
10,s00000473,d00000168,2.105,2471,hotspot_zipf
15,s00000100,d00000359,2.807,225,hotspot_zipf
5,s00000282,d00000168,10.822,14772,hotspot_zipf
1,s00000297,d00000156,14.6,9694,hotspot_zipf
11,s00000282,d00000119,2.144,2954,hotspot_zipf
14,s00000282,d00000168,8.059,6907,hotspot_zipf
5,s00000000,d00000168,9.005,5430,hotspot_zipf
11,s00000395,d00000168,5.094,7265,hotspot_zipf
1,s00000015,d00000168,1.394,1415,hotspot_zipf
5,s00000015,d00000492,1.449,1731,hotspot_zipf
5,s00000158,d00000144,5.371,4856,hotspot_zipf
3,s00000262,d00000466,24.435,9627,hotspot_zipf
3,s00000297,d00000168,2.797,2897,hotspot_zipf
10,s00000015,d00000168,12.632,5975,hotspot_zipf
15,s00000473,d00000492,16.749,22762,hotspot_zipf
11,s00000282,d00000254,1.111,822,hotspot_zipf
0,s00000359,d00000475,1.946,1869,hotspot_zipf
2,s00000140,d00000168,12.021,6768,hotspot_zipf
7,s00000000,d00000168,7.58,3115,hotspot_zipf
11,s00000000,d00000237,5.243,2988,hotspot_zipf
4,s00000282,d00000237,3.232,2169,hotspot_zipf
8,s00000039,d00000059,5.624,4774,hotspot_zipf
12,s00000056,d00000102,1.892,320,hotspot_zipf
10,s00000015,d00000474,28.343,3656,hotspot_zipf
1,s00000015,d00000246,1.206,736,hotspot_zipf
13,s00000140,d00000314,0.692,455,hotspot_zipf
6,s00000015,d00000123,3.712,843,hotspot_zipf
7,s00000416,d00000492,11.363,1864,hotspot_zipf
7,s00000015,d00000168,2.134,1885,hotspot_zipf
14,s00000473,d00000112,3.116,265,hotspot_zipf
12,s00000388,d00000168,1.351,1338,hotspot_zipf
9,s00000015,d00000168,3.062,3809,hotspot_zipf
0,s00000297,d00000072,1.356,1658,hotspot_zipf
4,s00000260,d00000351,1.373,203,hotspot_zipf
3,s00000125,d00000359,0.914,672,hotspot_zipf
5,s00000335,d00000143,2.033,1980,hotspot_zipf
