time_bin,src,dst,packets,bytes,regime,target_nnz
1,s00000076,d00000100,9.244,13247,controlled,800
0,s00000241,d00000030,4.474,1324,controlled,800
1,s00000063,d00000006,1.897,2069,controlled,800
9,s00000170,d00000062,1.543,1227,controlled,800
9,s00000087,d00000083,3.029,3062,controlled,800
6,s00000184,d00000066,1.825,522,controlled,800
9,s00000120,d00000247,5.537,426,controlled,800
2,s00000054,d00000206,2.533,2957,controlled,800
7,s00000063,d00000057,3.679,717,controlled,800
8,s00000158,d00000019,4.578,5247,controlled,800
1,s00000206,d00000203,11.881,9065,controlled,800
13,s00000077,d00000206,6.334,7138,controlled,800
1,s00000238,d00000242,7.397,6583,controlled,800
10,s00000194,d00000066,5.411,2002,controlled,800
6,s00000235,d00000032,4.801,3159,controlled,800
11,s00000138,d00000226,7.795,5168,controlled,800
11,s00000123,d00000206,12.947,1036,controlled,800
2,s00000147,d00000122,9.13,1716,controlled,800
7,s00000218,d00000210,5.399,7704,controlled,800
6,s00000079,d00000202,7.948,6899,controlled,800
10,s00000204,d00000200,15.352,10178,controlled,800
6,s00000147,d00000153,12.801,4378,controlled,800
1,s00000062,d00000166,1.48,1854,controlled,800
7,s00000213,d00000215,18.784,22597,controlled,800
0,s00000084,d00000136,4.413,6051,controlled,800
13,s00000111,d00000184,4.879,3976,controlled,800
5,s00000094,d00000186,1.083,1002,controlled,800
9,s00000081,d00000180,9.162,3390,controlled,800
12,s00000204,d00000200,0.762,781,controlled,800
7,s00000192,d00000050,6.564,5651,controlled,800
5,s00000062,d00000016,9.898,2296,controlled,800
14,s00000062,d00000166,10.986,6855,controlled,800
11,s00000007,d00000178,2.818,885,controlled,800
14,s00000020,d00000200,3.87,3812,controlled,800
15,s00000232,d00000104,4.604,1018,controlled,800
4,s00000204,d00000161,4.312,5589,controlled,800
2,s00000098,d00000075,2.289,2369,controlled,800
5,s00000231,d00000024,6.832,642,controlled,800
10,s00000024,d00000154,5.009,7073,controlled,800
2,s00000088,d00000094,13.983,6041,controlled,800
3,s00000245,d00000077,5.989,1156,controlled,800
9,s00000183,d00000229,3.844,4878,controlled,800
7,s00000183,d00000239,1.833,2328,controlled,800
5,s00000150,d00000216,0.694,163,controlled,800
10,s00000234,d00000052,3.314,2969,controlled,800
2,s00000060,d00000135,3.403,2893,controlled,800
9,s00000028,d00000041,2.045,1405,controlled,800
13,s00000185,d00000128,3.287,4566,controlled,800
13,s00000230,d00000115,6.842,472,controlled,800
12,s00000041,d00000035,3.037,1111,controlled,800
2,s00000054,d00000023,3.871,4239,controlled,800
4,s00000075,d00000155,1.423,1869,controlled,800
2,s00000096,d00000007,15.556,6051,controlled,800
0,s00000190,d00000048,5.741,2474,controlled,800
12,s00000023,d00000136,2.576,1579,controlled,800
9,s00000250,d00000060,8.155,6997,controlled,800
9,s00000080,d00000175,5.547,849,controlled,800
15,s00000039,d00000000,3.86,3821,controlled,800
5,s00000021,d00000072,6.695,6300,controlled,800
15,s00000210,d00000183,9.975,1726,controlled,800
8,s00000137,d00000126,6.167,7739,controlled,800
12,s00000240,d00000218,11.515,14359,controlled,800
11,s00000101,d00000149,4.881,566,controlled,800
8,s00000131,d00000182,3.877,4699,controlled,800
7,s00000034,d00000238,14.343,2467,controlled,800
13,s00000111,d00000087,4.435,435,controlled,800
7,s00000132,d00000086,8.498,1156,controlled,800
13,s00000238,d00000242,4.577,3355,controlled,800
6,s00000219,d00000043,2.276,1905,controlled,800
2,s00000097,d00000102,2.979,4010,controlled,800
3,s00000048,d00000180,2.856,2944,controlled,800
15,s00000131,d00000148,13.266,7323,controlled,800
12,s00000233,d00000207,1.704,631,controlled,800
15,s00000056,d00000244,4.057,2738,controlled,800
2,s00000078,d00000018,4.497,5712,controlled,800
14,s00000189,d00000118,1.979,1007,controlled,800
12,s00000113,d00000077,5.704,1916,controlled,800
15,s00000066,d00000032,4.891,787,controlled,800
4,s00000112,d00000141,2.25,486,controlled,800
8,s00000182,d00000004,1.759,350,controlled,800
13,s00000038,d00000012,6.447,3978,controlled,800
15,s00000061,d00000234,0.827,819,controlled,800
13,s00000134,d00000177,22.584,16509,controlled,800
6,s00000115,d00000134,10.554,4623,controlled,800
8,s00000060,d00000180,1.26,1420,controlled,800
13,s00000046,d00000062,2.291,3171,controlled,800
2,s00000184,d00000029,1.154,151,controlled,800
1,s00000004,d00000016,0.268,352,controlled,800
0,s00000233,d00000207,11.856,2703,controlled,800
9,s00000111,d00000075,3.774,4046,controlled,800
3,s00000037,d00000141,3.532,4171,controlled,800
11,s00000017,d00000225,4.806,3629,controlled,800
1,s00000140,d00000007,2.664,2411,controlled,800
14,s00000080,d00000019,7.763,8702,controlled,800
7,s00000186,d00000138,2.485,3231,controlled,800
14,s00000131,d00000148,3.757,304,controlled,800
8,s00000032,d00000034,3.348,2421,controlled,800
4,s00000204,d00000200,2.623,3611,controlled,800
10,s00000107,d00000040,5.361,5812,controlled,800
10,s00000000,d00000242,6.214,8793,controlled,800
1,s00000155,d00000040,1.055,1049,controlled,800
3,s00000188,d00000165,14.518,12863,controlled,800
12,s00000132,d00000086,11.088,10489,controlled,800
8,s00000094,d00000102,1.17,995,controlled,800
4,s00000167,d00000116,12.274,9513,controlled,800
8,s00000168,d00000187,2.512,2756,controlled,800
5,s00000055,d00000016,4.091,3727,controlled,800
4,s00000245,d00000213,6.624,437,controlled,800
10,s00000080,d00000048,3.915,1586,controlled,800
6,s00000177,d00000238,8.841,9106,controlled,800
8,s00000036,d00000223,4.836,1789,controlled,800
13,s00000107,d00000040,1.914,1122,controlled,800
6,s00000127,d00000063,1.126,1574,controlled,800
5,s00000244,d00000079,1.75,122,controlled,800
0,s00000079,d00000220,7.781,2101,controlled,800
1,s00000143,d00000153,10.159,6776,controlled,800
1,s00000040,d00000138,8.323,7624,controlled,800
14,s00000009,d00000234,9.569,12879,controlled,800
14,s00000238,d00000189,20.565,14828,controlled,800
5,s00000058,d00000237,7.667,6747,controlled,800
1,s00000218,d00000210,10.408,13718,controlled,800
12,s00000231,d00000024,1.051,450,controlled,800
9,s00000219,d00000165,3.395,1786,controlled,800
9,s00000086,d00000193,12.488,9479,controlled,800
11,s00000241,d00000030,1.903,584,controlled,800
2,s00000107,d00000040,4.049,4896,controlled,800
2,s00000166,d00000218,0.248,309,controlled,800
2,s00000150,d00000131,11.341,3028,controlled,800
11,s00000166,d00000218,11.168,938,controlled,800
11,s00000066,d00000176,10.826,15091,controlled,800
2,s00000111,d00000145,3.537,3077,controlled,800
5,s00000072,d00000025,4.365,1222,controlled,800
11,s00000227,d00000177,4.964,2740,controlled,800
15,s00000077,d00000008,4.162,1024,controlled,800
15,s00000033,d00000063,1.939,1136,controlled,800
11,s00000071,d00000049,3.529,356,controlled,800
10,s00000111,d00000087,6.964,4395,controlled,800
0,s00000052,d00000131,18.907,24466,controlled,800
15,s00000028,d00000176,2.602,3492,controlled,800
2,s00000037,d00000203,1.789,1645,controlled,800
13,s00000221,d00000135,11.102,14221,controlled,800
12,s00000250,d00000118,7.026,6773,controlled,800
13,s00000238,d00000189,1.287,788,controlled,800
9,s00000101,d00000149,6.903,4280,controlled,800
13,s00000024,d00000129,2.055,678,controlled,800
4,s00000240,d00000056,1.91,399,controlled,800
11,s00000084,d00000136,3.334,940,controlled,800
5,s00000110,d00000225,14.165,8159,controlled,800
9,s00000016,d00000097,7.364,8910,controlled,800
2,s00000153,d00000117,4.48,1317,controlled,800
13,s00000176,d00000128,2.597,2641,controlled,800
5,s00000233,d00000207,0.532,457,controlled,800
1,s00000230,d00000029,0.652,567,controlled,800
2,s00000194,d00000066,1.461,1428,controlled,800
15,s00000033,d00000092,2.651,2605,controlled,800
9,s00000111,d00000184,10.106,8136,controlled,800
8,s00000241,d00000030,2.181,1381,controlled,800
0,s00000227,d00000177,2.194,1292,controlled,800
15,s00000014,d00000185,3.744,1408,controlled,800
2,s00000102,d00000233,11.039,4702,controlled,800
5,s00000115,d00000239,4.534,6107,controlled,800
3,s00000088,d00000094,2.635,2654,controlled,800
12,s00000179,d00000065,1.279,1247,controlled,800
10,s00000146,d00000049,0.84,264,controlled,800
11,s00000057,d00000122,0.946,1352,controlled,800
4,s00000078,d00000195,9.575,12955,controlled,800
13,s00000107,d00000040,7.675,6248,controlled,800
0,s00000206,d00000242,10.452,7922,controlled,800
5,s00000194,d00000044,3.693,2231,controlled,800
0,s00000082,d00000078,11.02,8871,controlled,800
1,s00000032,d00000219,8.083,5682,controlled,800
9,s00000234,d00000052,3.058,3807,controlled,800
0,s00000168,d00000095,8.993,3912,controlled,800
1,s00000210,d00000159,14.087,3212,controlled,800
4,s00000202,d00000157,0.572,754,controlled,800
14,s00000228,d00000052,3.943,5267,controlled,800
15,s00000047,d00000039,10.716,4758,controlled,800
3,s00000193,d00000195,6.155,8027,controlled,800
3,s00000014,d00000185,9.576,8111,controlled,800
7,s00000157,d00000074,4.768,2785,controlled,800
10,s00000240,d00000176,6.093,4789,controlled,800
3,s00000142,d00000138,5.74,1716,controlled,800
15,s00000119,d00000233,7.311,2434,controlled,800
9,s00000101,d00000044,2.772,3240,controlled,800
11,s00000195,d00000060,5.46,1005,controlled,800
12,s00000007,d00000178,1.101,138,controlled,800
7,s00000160,d00000238,7.388,6797,controlled,800
10,s00000142,d00000078,3.283,3631,controlled,800
10,s00000168,d00000187,13.657,15774,controlled,800
4,s00000038,d00000085,13.208,14133,controlled,800
13,s00000072,d00000090,2.118,2684,controlled,800
5,s00000167,d00000116,4.744,1186,controlled,800
15,s00000020,d00000012,2.231,2943,controlled,800
11,s00000209,d00000208,2.011,131,controlled,800
2,s00000218,d00000210,7.64,9099,controlled,800
11,s00000009,d00000166,7.36,1641,controlled,800
6,s00000076,d00000167,9.682,4841,controlled,800
2,s00000022,d00000107,2.469,2580,controlled,800
9,s00000230,d00000029,4.409,3959,controlled,800
1,s00000215,d00000068,8.175,5436,controlled,800
13,s00000159,d00000133,7.189,4795,controlled,800
4,s00000163,d00000103,1.268,1785,controlled,800
8,s00000101,d00000149,1.837,900,controlled,800
10,s00000036,d00000223,6.972,1722,controlled,800
13,s00000050,d00000058,12.353,9364,controlled,800
7,s00000151,d00000142,2.466,3440,controlled,800
4,s00000245,d00000077,2.936,2046,controlled,800
15,s00000139,d00000141,1.719,2408,controlled,800
7,s00000125,d00000072,6.291,8562,controlled,800
8,s00000036,d00000223,1.201,590,controlled,800
5,s00000127,d00000165,2.933,3775,controlled,800
7,s00000246,d00000078,2.456,364,controlled,800
1,s00000159,d00000133,7.282,10537,controlled,800
4,s00000193,d00000195,1.352,1648,controlled,800
3,s00000014,d00000185,6.195,520,controlled,800
4,s00000237,d00000245,3.179,3068,controlled,800
4,s00000135,d00000039,2.165,149,controlled,800
10,s00000227,d00000177,3.043,3204,controlled,800
11,s00000094,d00000186,3.883,3767,controlled,800
4,s00000067,d00000002,13.809,4350,controlled,800
3,s00000058,d00000141,2.711,2984,controlled,800
1,s00000008,d00000038,9.747,1345,controlled,800
9,s00000218,d00000210,3.572,1068,controlled,800
11,s00000153,d00000212,2.032,910,controlled,800
15,s00000064,d00000074,4.541,4450,controlled,800
4,s00000123,d00000194,2.094,2662,controlled,800
1,s00000075,d00000110,23.15,31183,controlled,800
0,s00000202,d00000033,0.32,27,controlled,800
10,s00000215,d00000000,3.071,3249,controlled,800
15,s00000230,d00000250,7.012,8344,controlled,800
6,s00000232,d00000221,1.906,886,controlled,800
12,s00000111,d00000075,4.18,1384,controlled,800
15,s00000029,d00000054,0.682,293,controlled,800
15,s00000182,d00000184,1.349,656,controlled,800
0,s00000167,d00000116,5.948,8588,controlled,800
11,s00000230,d00000029,5.965,5070,controlled,800
12,s00000095,d00000186,4.383,5277,controlled,800
5,s00000160,d00000238,2.822,3669,controlled,800
1,s00000240,d00000186,2.044,822,controlled,800
13,s00000111,d00000075,11.739,9720,controlled,800
1,s00000202,d00000238,1.462,1558,controlled,800
13,s00000045,d00000224,0.367,308,controlled,800
0,s00000202,d00000255,3.247,4329,controlled,800
6,s00000024,d00000154,7.786,8728,controlled,800
0,s00000228,d00000052,4.154,636,controlled,800
8,s00000085,d00000012,0.927,961,controlled,800
12,s00000201,d00000076,11.572,14523,controlled,800
5,s00000210,d00000183,2.771,3436,controlled,800
1,s00000086,d00000211,1.964,1049,controlled,800
10,s00000024,d00000130,3.762,1866,controlled,800
0,s00000210,d00000038,4.93,3698,controlled,800
9,s00000162,d00000214,8.334,11543,controlled,800
13,s00000024,d00000154,2.721,1020,controlled,800
2,s00000079,d00000202,4.255,5983,controlled,800
4,s00000203,d00000220,5.137,3000,controlled,800
0,s00000149,d00000120,16.11,17157,controlled,800
11,s00000138,d00000160,3.653,490,controlled,800
7,s00000077,d00000008,7.257,1009,controlled,800
8,s00000099,d00000155,2.133,1960,controlled,800
7,s00000241,d00000192,7.474,4470,controlled,800
8,s00000147,d00000122,11.732,1185,controlled,800
9,s00000224,d00000151,8.636,10044,controlled,800
14,s00000109,d00000059,3.787,5450,controlled,800
6,s00000122,d00000089,5.779,2138,controlled,800
2,s00000016,d00000253,3.732,1769,controlled,800
10,s00000220,d00000227,2.512,1846,controlled,800
10,s00000060,d00000186,8.046,1690,controlled,800
10,s00000028,d00000145,12.809,6597,controlled,800
15,s00000086,d00000073,4.33,1199,controlled,800
7,s00000031,d00000237,3.424,990,controlled,800
2,s00000076,d00000180,8.167,10111,controlled,800
7,s00000097,d00000247,1.86,1583,controlled,800
9,s00000225,d00000104,7.092,5731,controlled,800
7,s00000255,d00000133,4.049,2296,controlled,800
6,s00000158,d00000019,5.53,7000,controlled,800
11,s00000136,d00000199,20.044,24053,controlled,800
4,s00000117,d00000249,16.758,2648,controlled,800
3,s00000102,d00000233,2.626,489,controlled,800
4,s00000217,d00000090,2.544,982,controlled,800
14,s00000242,d00000216,7.574,9900,controlled,800
8,s00000160,d00000238,2.547,2717,controlled,800
13,s00000212,d00000089,6.383,3740,controlled,800
4,s00000058,d00000237,5.026,3327,controlled,800
12,s00000166,d00000218,8.838,9501,controlled,800
1,s00000048,d00000170,2.806,1218,controlled,800
3,s00000053,d00000041,3.083,1125,controlled,800
0,s00000092,d00000048,8.355,9876,controlled,800
4,s00000040,d00000138,9.509,1693,controlled,800
14,s00000206,d00000236,2.239,2823,controlled,800
2,s00000247,d00000050,0.738,97,controlled,800
0,s00000032,d00000021,5.101,3836,controlled,800
7,s00000215,d00000141,4.87,2094,controlled,800
3,s00000235,d00000061,1.778,1284,controlled,800
4,s00000235,d00000095,3.23,1179,controlled,800
14,s00000058,d00000237,12.034,4393,controlled,800
6,s00000213,d00000215,11.363,10681,controlled,800
7,s00000064,d00000074,16.083,16115,controlled,800
8,s00000191,d00000251,2.257,2075,controlled,800
12,s00000053,d00000041,4.411,454,controlled,800
8,s00000151,d00000142,1.418,1865,controlled,800
1,s00000215,d00000068,8.23,11448,controlled,800
14,s00000247,d00000050,3.542,3255,controlled,800
14,s00000023,d00000115,2.899,1273,controlled,800
6,s00000037,d00000104,7.668,6426,controlled,800
3,s00000058,d00000018,8.289,7153,controlled,800
4,s00000048,d00000202,10.172,4364,controlled,800
0,s00000016,d00000253,0.759,552,controlled,800
8,s00000125,d00000072,8.516,937,controlled,800
5,s00000143,d00000236,12.914,3138,controlled,800
7,s00000167,d00000111,8.115,7466,controlled,800
13,s00000180,d00000076,4.927,4089,controlled,800
9,s00000028,d00000176,2.0,590,controlled,800
4,s00000042,d00000233,5.838,8021,controlled,800
2,s00000063,d00000196,2.874,4153,controlled,800
10,s00000132,d00000086,2.274,3295,controlled,800
0,s00000253,d00000139,1.607,1618,controlled,800
5,s00000044,d00000002,0.9,755,controlled,800
14,s00000067,d00000193,7.962,876,controlled,800
8,s00000186,d00000067,3.466,3816,controlled,800
9,s00000229,d00000054,1.242,831,controlled,800
11,s00000167,d00000116,4.462,2017,controlled,800
1,s00000224,d00000036,3.5,679,controlled,800
5,s00000123,d00000206,5.07,2439,controlled,800
0,s00000034,d00000181,0.428,27,controlled,800
13,s00000014,d00000185,3.169,2323,controlled,800
10,s00000214,d00000085,6.971,4260,controlled,800
15,s00000139,d00000141,3.836,1692,controlled,800
13,s00000078,d00000018,8.465,11410,controlled,800
8,s00000111,d00000145,1.218,1519,controlled,800
1,s00000181,d00000076,4.59,1125,controlled,800
12,s00000224,d00000036,5.119,5851,controlled,800
14,s00000096,d00000138,10.056,14421,controlled,800
0,s00000171,d00000099,18.998,25305,controlled,800
12,s00000203,d00000244,1.949,1331,controlled,800
5,s00000232,d00000104,10.375,13663,controlled,800
7,s00000033,d00000081,12.995,6289,controlled,800
11,s00000181,d00000035,5.229,5192,controlled,800
0,s00000217,d00000090,4.967,6720,controlled,800
12,s00000168,d00000095,5.017,1927,controlled,800
5,s00000079,d00000182,3.32,1654,controlled,800
15,s00000171,d00000223,2.801,406,controlled,800
13,s00000150,d00000216,4.917,1342,controlled,800
3,s00000116,d00000078,0.658,602,controlled,800
13,s00000077,d00000206,15.07,20073,controlled,800
8,s00000086,d00000073,4.487,2935,controlled,800
2,s00000108,d00000093,1.708,2290,controlled,800
3,s00000122,d00000089,5.137,4346,controlled,800
7,s00000145,d00000146,2.922,3345,controlled,800
9,s00000111,d00000184,13.363,14899,controlled,800
14,s00000074,d00000041,4.765,5370,controlled,800
12,s00000104,d00000179,9.312,4376,controlled,800
5,s00000064,d00000074,13.342,9419,controlled,800
10,s00000139,d00000236,3.042,894,controlled,800
8,s00000170,d00000062,13.985,17383,controlled,800
15,s00000062,d00000087,2.203,1504,controlled,800
1,s00000020,d00000200,3.869,2426,controlled,800
2,s00000208,d00000013,5.226,5759,controlled,800
7,s00000162,d00000235,9.288,6761,controlled,800
2,s00000110,d00000226,3.214,3468,controlled,800
0,s00000039,d00000063,6.754,1918,controlled,800
3,s00000244,d00000096,7.012,7173,controlled,800
14,s00000118,d00000107,6.415,5132,controlled,800
9,s00000027,d00000105,10.826,10729,controlled,800
7,s00000048,d00000175,2.308,2433,controlled,800
10,s00000125,d00000072,3.496,1678,controlled,800
1,s00000174,d00000143,6.045,2569,controlled,800
11,s00000087,d00000097,7.469,8545,controlled,800
3,s00000076,d00000167,4.712,1188,controlled,800
12,s00000075,d00000197,3.892,3896,controlled,800
12,s00000139,d00000040,0.784,132,controlled,800
7,s00000115,d00000243,3.144,2436,controlled,800
14,s00000198,d00000084,2.554,1836,controlled,800
8,s00000063,d00000013,9.433,4754,controlled,800
14,s00000151,d00000142,7.255,1545,controlled,800
14,s00000111,d00000145,7.87,8515,controlled,800
11,s00000000,d00000208,21.418,13879,controlled,800
11,s00000146,d00000114,14.834,6883,controlled,800
0,s00000032,d00000034,7.152,6501,controlled,800
15,s00000163,d00000103,3.37,2302,controlled,800
10,s00000228,d00000076,1.191,174,controlled,800
4,s00000050,d00000101,10.124,1134,controlled,800
7,s00000109,d00000239,6.974,8083,controlled,800
2,s00000075,d00000197,4.317,3428,controlled,800
8,s00000076,d00000180,11.601,2262,controlled,800
11,s00000220,d00000006,6.569,5617,controlled,800
3,s00000234,d00000201,5.514,1263,controlled,800
14,s00000079,d00000202,7.009,3932,controlled,800
0,s00000033,d00000106,0.802,778,controlled,800
10,s00000081,d00000180,20.256,27690,controlled,800
11,s00000181,d00000118,11.607,15879,controlled,800
12,s00000078,d00000192,3.536,5007,controlled,800
7,s00000048,d00000202,4.447,996,controlled,800
10,s00000130,d00000235,6.294,3481,controlled,800
9,s00000196,d00000144,6.733,6962,controlled,800
8,s00000221,d00000135,4.801,1426,controlled,800
11,s00000162,d00000214,16.592,11880,controlled,800
10,s00000191,d00000251,3.459,616,controlled,800
3,s00000182,d00000133,2.44,842,controlled,800
3,s00000159,d00000133,7.929,2942,controlled,800
9,s00000130,d00000235,10.217,8695,controlled,800
13,s00000223,d00000024,16.948,14423,controlled,800
15,s00000029,d00000007,15.038,9895,controlled,800
12,s00000035,d00000211,2.338,519,controlled,800
6,s00000214,d00000074,8.654,5132,controlled,800
0,s00000195,d00000009,13.171,6085,controlled,800
8,s00000131,d00000148,9.347,11823,controlled,800
15,s00000225,d00000104,3.431,3308,controlled,800
5,s00000038,d00000085,9.206,7723,controlled,800
10,s00000058,d00000237,7.102,7741,controlled,800
9,s00000096,d00000007,9.65,11426,controlled,800
3,s00000064,d00000101,4.412,3582,controlled,800
14,s00000250,d00000145,11.876,1461,controlled,800
11,s00000144,d00000114,12.352,8362,controlled,800
5,s00000078,d00000032,6.822,9353,controlled,800
3,s00000142,d00000175,6.494,3682,controlled,800
7,s00000218,d00000210,5.705,2156,controlled,800
10,s00000146,d00000015,2.44,2735,controlled,800
6,s00000126,d00000105,4.862,3763,controlled,800
13,s00000135,d00000039,6.569,709,controlled,800
13,s00000087,d00000207,9.776,1525,controlled,800
4,s00000032,d00000021,9.357,6784,controlled,800
2,s00000060,d00000186,7.573,2689,controlled,800
8,s00000198,d00000084,3.228,1356,controlled,800
4,s00000229,d00000032,8.516,6191,controlled,800
13,s00000144,d00000114,7.135,3810,controlled,800
8,s00000033,d00000081,1.262,1392,controlled,800
6,s00000234,d00000101,1.727,2124,controlled,800
5,s00000037,d00000141,0.403,457,controlled,800
7,s00000246,d00000162,17.605,9278,controlled,800
2,s00000218,d00000010,2.707,1938,controlled,800
7,s00000137,d00000131,10.009,6035,controlled,800
5,s00000107,d00000040,3.106,1264,controlled,800
4,s00000206,d00000242,9.033,4995,controlled,800
4,s00000238,d00000242,4.174,3773,controlled,800
5,s00000227,d00000177,3.066,3238,controlled,800
10,s00000163,d00000103,3.205,1849,controlled,800
14,s00000024,d00000129,5.65,3859,controlled,800
14,s00000163,d00000168,6.948,2022,controlled,800
4,s00000215,d00000141,1.48,737,controlled,800
3,s00000111,d00000184,5.887,6588,controlled,800
14,s00000062,d00000087,2.399,3231,controlled,800
0,s00000223,d00000061,3.339,3854,controlled,800
11,s00000241,d00000181,2.66,266,controlled,800
9,s00000162,d00000214,6.086,1820,controlled,800
5,s00000045,d00000156,20.318,5445,controlled,800
1,s00000145,d00000195,6.945,813,controlled,800
3,s00000028,d00000041,4.829,6437,controlled,800
7,s00000059,d00000151,13.191,14391,controlled,800
2,s00000017,d00000070,2.646,1791,controlled,800
3,s00000110,d00000133,0.543,641,controlled,800
1,s00000034,d00000064,4.696,5105,controlled,800
5,s00000241,d00000170,1.315,214,controlled,800
9,s00000226,d00000229,2.227,2285,controlled,800
11,s00000182,d00000001,8.125,4964,controlled,800
10,s00000153,d00000212,2.784,3349,controlled,800
9,s00000118,d00000107,3.311,3394,controlled,800
10,s00000078,d00000190,5.411,2094,controlled,800
14,s00000083,d00000237,2.159,1133,controlled,800
5,s00000175,d00000047,7.269,4528,controlled,800
12,s00000047,d00000177,6.418,7425,controlled,800
7,s00000196,d00000131,4.921,7042,controlled,800
8,s00000230,d00000029,2.602,310,controlled,800
3,s00000108,d00000093,2.582,1606,controlled,800
4,s00000202,d00000033,4.387,3694,controlled,800
14,s00000212,d00000089,10.712,12297,controlled,800
8,s00000230,d00000180,13.851,5000,controlled,800
11,s00000135,d00000025,1.736,1391,controlled,800
11,s00000034,d00000238,1.402,1476,controlled,800
1,s00000219,d00000043,6.528,5118,controlled,800
1,s00000190,d00000074,0.456,39,controlled,800
4,s00000016,d00000253,1.453,221,controlled,800
15,s00000041,d00000235,1.632,1699,controlled,800
4,s00000151,d00000040,7.198,5068,controlled,800
14,s00000151,d00000142,6.121,4260,controlled,800
0,s00000104,d00000160,8.347,5668,controlled,800
7,s00000155,d00000040,7.539,7758,controlled,800
0,s00000217,d00000090,5.73,4642,controlled,800
8,s00000101,d00000149,4.277,954,controlled,800
0,s00000188,d00000098,11.369,1126,controlled,800
0,s00000148,d00000244,2.604,3174,controlled,800
11,s00000174,d00000143,11.188,1365,controlled,800
0,s00000179,d00000193,8.181,7952,controlled,800
12,s00000228,d00000076,1.261,248,controlled,800
3,s00000088,d00000094,1.779,201,controlled,800
12,s00000240,d00000050,8.836,1007,controlled,800
10,s00000072,d00000025,2.025,2569,controlled,800
7,s00000029,d00000054,9.624,2579,controlled,800
2,s00000163,d00000168,19.046,5618,controlled,800
6,s00000053,d00000061,1.97,1641,controlled,800
15,s00000193,d00000218,1.408,838,controlled,800
1,s00000098,d00000240,5.698,650,controlled,800
14,s00000008,d00000081,2.439,1344,controlled,800
9,s00000190,d00000048,2.193,1419,controlled,800
10,s00000032,d00000021,7.933,8996,controlled,800
12,s00000023,d00000136,10.731,3026,controlled,800
4,s00000015,d00000186,6.506,7248,controlled,800
14,s00000162,d00000214,1.573,977,controlled,800
15,s00000143,d00000153,0.809,146,controlled,800
10,s00000162,d00000235,3.372,3052,controlled,800
3,s00000096,d00000169,3.455,4302,controlled,800
13,s00000060,d00000073,4.602,3470,controlled,800
7,s00000152,d00000189,7.181,2047,controlled,800
12,s00000048,d00000202,1.159,1211,controlled,800
15,s00000095,d00000105,10.749,11362,controlled,800
7,s00000230,d00000180,3.391,237,controlled,800
5,s00000031,d00000202,9.121,2152,controlled,800
3,s00000193,d00000195,11.251,3038,controlled,800
5,s00000000,d00000208,3.785,2388,controlled,800
11,s00000121,d00000162,6.174,6242,controlled,800
15,s00000111,d00000184,9.628,2070,controlled,800
1,s00000181,d00000035,3.688,4263,controlled,800
11,s00000216,d00000209,0.746,738,controlled,800
15,s00000108,d00000161,6.605,1975,controlled,800
4,s00000248,d00000247,1.322,818,controlled,800
9,s00000153,d00000131,6.826,1590,controlled,800
2,s00000204,d00000200,3.233,2725,controlled,800
10,s00000240,d00000186,16.864,19848,controlled,800
1,s00000146,d00000063,3.562,5158,controlled,800
6,s00000092,d00000048,1.176,1359,controlled,800
3,s00000151,d00000145,14.122,17031,controlled,800
9,s00000235,d00000032,4.276,346,controlled,800
7,s00000171,d00000223,7.47,2547,controlled,800
15,s00000136,d00000164,3.811,3255,controlled,800
11,s00000031,d00000131,5.029,3344,controlled,800
5,s00000106,d00000081,5.293,7383,controlled,800
1,s00000126,d00000215,3.229,2751,controlled,800
14,s00000155,d00000040,3.541,1778,controlled,800
6,s00000213,d00000215,4.556,2415,controlled,800
6,s00000206,d00000203,2.507,3216,controlled,800
15,s00000146,d00000049,11.32,1664,controlled,800
5,s00000075,d00000197,3.756,496,controlled,800
0,s00000012,d00000226,3.716,2029,controlled,800
14,s00000146,d00000224,5.069,1429,controlled,800
14,s00000188,d00000130,7.583,3405,controlled,800
4,s00000029,d00000007,13.489,13206,controlled,800
7,s00000149,d00000195,6.284,2130,controlled,800
9,s00000217,d00000119,1.021,935,controlled,800
11,s00000054,d00000175,3.321,950,controlled,800
4,s00000111,d00000184,5.351,5014,controlled,800
3,s00000109,d00000239,4.902,1039,controlled,800
11,s00000012,d00000226,5.703,6433,controlled,800
9,s00000043,d00000073,1.007,1240,controlled,800
3,s00000039,d00000063,4.655,5484,controlled,800
6,s00000228,d00000076,2.144,1488,controlled,800
15,s00000204,d00000156,9.174,10477,controlled,800
2,s00000245,d00000213,2.706,2906,controlled,800
0,s00000191,d00000033,4.019,4971,controlled,800
10,s00000084,d00000017,6.135,7000,controlled,800
1,s00000029,d00000211,6.457,2525,controlled,800
5,s00000022,d00000173,10.16,12669,controlled,800
8,s00000079,d00000182,6.137,2258,controlled,800
2,s00000162,d00000171,7.976,7002,controlled,800
0,s00000034,d00000018,4.353,370,controlled,800
8,s00000168,d00000187,4.383,5408,controlled,800
15,s00000153,d00000117,5.501,3477,controlled,800
8,s00000110,d00000225,3.341,842,controlled,800
15,s00000184,d00000065,10.01,12583,controlled,800
1,s00000027,d00000105,4.355,1415,controlled,800
6,s00000153,d00000131,6.406,6566,controlled,800
0,s00000173,d00000093,2.276,2185,controlled,800
2,s00000181,d00000076,15.716,6789,controlled,800
15,s00000111,d00000184,1.395,816,controlled,800
12,s00000196,d00000254,1.392,1023,controlled,800
